month,state,city,operator,wireless_subs,wireline_subs,market_share_perc,mom_growth_perc
2023-05,Maharashtra,Pune,Jio,1570463,48392,34.63,3.65
2023-05,Maharashtra,Pune,Airtel,1313783,62138,28.97,3.8
2023-05,Maharashtra,Pune,Vi,837610,12576,18.47,-1.51
2023-05,Maharashtra,Pune,BSNL,577756,21417,12.74,1.02
2023-05,Maharashtra,Pune,MTNL,235365,2527,5.19,-2.1
2023-05,Maharashtra,Nagpur,Jio,1994213,39703,34.4,3.16
2023-05,Maharashtra,Nagpur,Airtel,1736820,81315,29.96,3.36
2023-05,Maharashtra,Nagpur,Vi,985512,47386,17.0,2.92
2023-05,Maharashtra,Nagpur,BSNL,714786,24116,12.33,0.16
2023-05,Maharashtra,Nagpur,MTNL,365799,10852,6.31,3.17
2023-05,Maharashtra,Nashik,Jio,646177,21211,36.2,3.35
2023-05,Maharashtra,Nashik,Airtel,536220,5735,30.04,0.13
2023-05,Maharashtra,Nashik,Vi,316305,14881,17.72,-0.25
2023-05,Maharashtra,Nashik,BSNL,222591,6310,12.47,3.88
2023-05,Maharashtra,Nashik,MTNL,63725,1145,3.57,-2.08
2023-05,Maharashtra,Aurangabad,Jio,2503200,91019,35.45,2.38
2023-05,Maharashtra,Aurangabad,Airtel,2025862,96146,28.69,3.74
2023-05,Maharashtra,Aurangabad,Vi,1222296,59597,17.31,1.52
2023-05,Maharashtra,Aurangabad,BSNL,901717,22893,12.77,-1.63
2023-05,Maharashtra,Aurangabad,MTNL,408138,10375,5.78,3.63
2023-05,Maharashtra,Solapur,Jio,2015620,74484,34.34,-1.03
2023-05,Maharashtra,Solapur,Airtel,1845401,80233,31.44,-0.62
2023-05,Maharashtra,Solapur,Vi,1018962,17798,17.36,0.09
2023-05,Maharashtra,Solapur,BSNL,672069,26360,11.45,3.78
2023-05,Maharashtra,Solapur,MTNL,318132,13479,5.42,3.61
2023-05,Maharashtra,Amravati,Jio,983292,19854,34.86,0.76
2023-05,Maharashtra,Amravati,Airtel,811794,24394,28.78,-0.95
2023-05,Maharashtra,Amravati,Vi,508006,17070,18.01,0.33
2023-05,Maharashtra,Amravati,BSNL,340457,9488,12.07,-0.14
2023-05,Maharashtra,Amravati,MTNL,177139,1891,6.28,0.89
2023-05,Maharashtra,Kolhapur,Jio,1560446,45869,35.82,3.39
2023-05,Maharashtra,Kolhapur,Airtel,1325638,28999,30.43,3.55
2023-05,Maharashtra,Kolhapur,Vi,788500,22103,18.1,1.8
2023-05,Maharashtra,Kolhapur,BSNL,469179,9737,10.77,0.17
2023-05,Maharashtra,Kolhapur,MTNL,212154,8145,4.87,0.83
2023-05,Maharashtra,Thane,Jio,2727999,90504,35.83,2.79
2023-05,Maharashtra,Thane,Airtel,2338938,96982,30.72,-0.13
2023-05,Maharashtra,Thane,Vi,1313368,65077,17.25,1.31
2023-05,Maharashtra,Thane,BSNL,901465,23416,11.84,2.93
2023-05,Maharashtra,Thane,MTNL,331958,13011,4.36,2.37
2023-05,Maharashtra,Navi Mumbai,Jio,475538,8805,35.4,0.14
2023-05,Maharashtra,Navi Mumbai,Airtel,408775,9288,30.43,-1.52
2023-05,Maharashtra,Navi Mumbai,Vi,222052,4793,16.53,-1.04
2023-05,Maharashtra,Navi Mumbai,BSNL,155154,7283,11.55,2.32
2023-05,Maharashtra,Navi Mumbai,MTNL,81808,1852,6.09,2.46
2023-05,Karnataka,Bengaluru,Jio,306085,3338,34.85,3.65
2023-05,Karnataka,Bengaluru,Airtel,258218,9670,29.4,-2.28
2023-05,Karnataka,Bengaluru,Vi,157741,6743,17.96,-1.25
2023-05,Karnataka,Bengaluru,BSNL,109962,3647,12.52,0.53
2023-05,Karnataka,Bengaluru,MTNL,46373,1242,5.28,3.28
2023-05,Karnataka,Mysuru,Jio,665001,19464,36.07,3.42
2023-05,Karnataka,Mysuru,Airtel,557332,9768,30.23,-0.35
2023-05,Karnataka,Mysuru,Vi,320609,8286,17.39,1.26
2023-05,Karnataka,Mysuru,BSNL,229533,10735,12.45,0.06
2023-05,Karnataka,Mysuru,MTNL,71164,908,3.86,-0.24
2023-05,Karnataka,Hubli,Jio,443377,6468,34.97,3.73
2023-05,Karnataka,Hubli,Airtel,383280,8292,30.23,3.5
2023-05,Karnataka,Hubli,Vi,228725,5268,18.04,2.53
2023-05,Karnataka,Hubli,BSNL,145172,2881,11.45,1.85
2023-05,Karnataka,Hubli,MTNL,67197,1542,5.3,0.81
2023-05,Karnataka,Mangaluru,Jio,431625,20472,36.07,0.58
2023-05,Karnataka,Mangaluru,Airtel,368442,5564,30.79,0.31
2023-05,Karnataka,Mangaluru,Vi,206299,3111,17.24,0.72
2023-05,Karnataka,Mangaluru,BSNL,139527,4527,11.66,-0.3
2023-05,Karnataka,Mangaluru,MTNL,50617,651,4.23,3.63
2023-05,Karnataka,Belagavi,Jio,470199,22730,36.15,2.31
2023-05,Karnataka,Belagavi,Airtel,386565,17531,29.72,3.47
2023-05,Karnataka,Belagavi,Vi,217345,6620,16.71,1.54
2023-05,Karnataka,Belagavi,BSNL,143336,3834,11.02,0.22
2023-05,Karnataka,Belagavi,MTNL,83114,958,6.39,0.32
2023-05,Karnataka,Kalaburagi,Jio,703114,17954,34.63,0.87
2023-05,Karnataka,Kalaburagi,Airtel,604032,24613,29.75,3.2
2023-05,Karnataka,Kalaburagi,Vi,365871,5177,18.02,-0.05
2023-05,Karnataka,Kalaburagi,BSNL,252373,10358,12.43,0.31
2023-05,Karnataka,Kalaburagi,MTNL,104969,2444,5.17,0.17
2023-05,Karnataka,Davanagere,Jio,1229534,43672,35.53,3.14
2023-05,Karnataka,Davanagere,Airtel,1034359,25278,29.89,-1.55
2023-05,Karnataka,Davanagere,Vi,608019,14162,17.57,0.41
2023-05,Karnataka,Davanagere,BSNL,381353,11950,11.02,0.82
2023-05,Karnataka,Davanagere,MTNL,207287,6600,5.99,2.97
2023-05,Karnataka,Ballari,Jio,396554,7732,34.97,0.19
2023-05,Karnataka,Ballari,Airtel,334071,13473,29.46,1.73
2023-05,Karnataka,Ballari,Vi,202189,3459,17.83,-2.22
2023-05,Karnataka,Ballari,BSNL,143675,5361,12.67,-0.87
2023-05,Karnataka,Ballari,MTNL,57379,1720,5.06,2.35
2023-05,Karnataka,Tumkur,Jio,1169675,56514,35.2,2.6
2023-05,Karnataka,Tumkur,Airtel,1020142,34848,30.7,3.94
2023-05,Karnataka,Tumkur,Vi,582511,12007,17.53,-2.14
2023-05,Karnataka,Tumkur,BSNL,367517,4147,11.06,2.12
2023-05,Karnataka,Tumkur,MTNL,183094,7911,5.51,1.63
2023-05,Karnataka,Udupi,Jio,1335608,60433,35.32,-0.42
2023-05,Karnataka,Udupi,Airtel,1192669,43145,31.54,0.67
2023-05,Karnataka,Udupi,Vi,621292,15316,16.43,1.65
2023-05,Karnataka,Udupi,BSNL,485538,23257,12.84,-2.23
2023-05,Karnataka,Udupi,MTNL,146342,6842,3.87,1.46
2023-05,Tamil Nadu,Chennai,Jio,820878,30980,34.51,-2.34
2023-05,Tamil Nadu,Chennai,Airtel,688862,12086,28.96,1.98
2023-05,Tamil Nadu,Chennai,Vi,445286,5626,18.72,0.5
2023-05,Tamil Nadu,Chennai,BSNL,317790,11600,13.36,2.48
2023-05,Tamil Nadu,Chennai,MTNL,105850,2979,4.45,1.6
2023-05,Tamil Nadu,Coimbatore,Jio,574520,11176,36.26,0.45
2023-05,Tamil Nadu,Coimbatore,Airtel,469946,5016,29.66,-1.51
2023-05,Tamil Nadu,Coimbatore,Vi,284883,3898,17.98,-0.99
2023-05,Tamil Nadu,Coimbatore,BSNL,168426,2358,10.63,2.0
2023-05,Tamil Nadu,Coimbatore,MTNL,86669,967,5.47,1.52
2023-05,Tamil Nadu,Madurai,Jio,791808,15036,35.72,-0.59
2023-05,Tamil Nadu,Madurai,Airtel,678313,11674,30.6,3.36
2023-05,Tamil Nadu,Madurai,Vi,364648,6112,16.45,3.19
2023-05,Tamil Nadu,Madurai,BSNL,279083,9178,12.59,3.14
2023-05,Tamil Nadu,Madurai,MTNL,102855,2978,4.64,3.53
2023-05,Tamil Nadu,Tiruchirappalli,Jio,250118,8898,36.91,0.57
2023-05,Tamil Nadu,Tiruchirappalli,Airtel,199023,5175,29.37,1.35
2023-05,Tamil Nadu,Tiruchirappalli,Vi,121772,3610,17.97,-0.58
2023-05,Tamil Nadu,Tiruchirappalli,BSNL,77996,2524,11.51,1.85
2023-05,Tamil Nadu,Tiruchirappalli,MTNL,28732,317,4.24,0.53
2023-05,Tamil Nadu,Salem,Jio,216352,7208,35.41,-1.44
2023-05,Tamil Nadu,Salem,Airtel,189102,7680,30.95,2.34
2023-05,Tamil Nadu,Salem,Vi,112789,5203,18.46,-2.49
2023-05,Tamil Nadu,Salem,BSNL,63909,1193,10.46,2.88
2023-05,Tamil Nadu,Salem,MTNL,28899,1064,4.73,3.31
2023-05,Tamil Nadu,Tirunelveli,Jio,575021,10886,35.65,1.77
2023-05,Tamil Nadu,Tirunelveli,Airtel,496470,23848,30.78,-1.15
2023-05,Tamil Nadu,Tirunelveli,Vi,271139,10431,16.81,2.28
2023-05,Tamil Nadu,Tirunelveli,BSNL,194200,5811,12.04,3.33
2023-05,Tamil Nadu,Tirunelveli,MTNL,76131,3704,4.72,-0.15
2023-05,Tamil Nadu,Tiruppur,Jio,769628,37915,34.53,2.22
2023-05,Tamil Nadu,Tiruppur,Airtel,664202,17754,29.8,2.04
2023-05,Tamil Nadu,Tiruppur,Vi,378461,18914,16.98,2.07
2023-05,Tamil Nadu,Tiruppur,BSNL,289084,11698,12.97,3.6
2023-05,Tamil Nadu,Tiruppur,MTNL,127491,1854,5.72,2.08
2023-05,Tamil Nadu,Vellore,Jio,1691442,46082,35.22,3.89
2023-05,Tamil Nadu,Vellore,Airtel,1483974,55287,30.9,-0.45
2023-05,Tamil Nadu,Vellore,Vi,838997,33018,17.47,-0.4
2023-05,Tamil Nadu,Vellore,BSNL,559972,8415,11.66,0.59
2023-05,Tamil Nadu,Vellore,MTNL,228118,9134,4.75,-0.05
2023-05,Tamil Nadu,Erode,Jio,1599508,76872,36.83,2.24
2023-05,Tamil Nadu,Erode,Airtel,1279432,29516,29.46,-0.62
2023-05,Tamil Nadu,Erode,Vi,715717,22149,16.48,-2.04
2023-05,Tamil Nadu,Erode,BSNL,553291,8137,12.74,-1.36
2023-05,Tamil Nadu,Erode,MTNL,194564,7974,4.48,0.84
2023-05,Tamil Nadu,Thoothukudi,Jio,364274,6604,35.06,1.24
2023-05,Tamil Nadu,Thoothukudi,Airtel,308895,7075,29.73,2.85
2023-05,Tamil Nadu,Thoothukudi,Vi,194189,8039,18.69,3.25
2023-05,Tamil Nadu,Thoothukudi,BSNL,132784,4317,12.78,-0.21
2023-05,Tamil Nadu,Thoothukudi,MTNL,38754,1327,3.73,-1.92
2023-05,Uttar Pradesh,Lucknow,Jio,235796,9560,35.55,-1.53
2023-05,Uttar Pradesh,Lucknow,Airtel,194739,2636,29.36,3.4
2023-05,Uttar Pradesh,Lucknow,Vi,116273,3653,17.53,3.03
2023-05,Uttar Pradesh,Lucknow,BSNL,77073,950,11.62,0.92
2023-05,Uttar Pradesh,Lucknow,MTNL,39398,1244,5.94,3.09
2023-05,Uttar Pradesh,Kanpur,Jio,777651,22236,34.2,3.9
2023-05,Uttar Pradesh,Kanpur,Airtel,694883,12413,30.56,3.38
2023-05,Uttar Pradesh,Kanpur,Vi,399285,4213,17.56,0.99
2023-05,Uttar Pradesh,Kanpur,BSNL,258080,6948,11.35,0.91
2023-05,Uttar Pradesh,Kanpur,MTNL,143706,4618,6.32,0.03
2023-05,Uttar Pradesh,Agra,Jio,3056821,81425,34.72,2.7
2023-05,Uttar Pradesh,Agra,Airtel,2612208,121422,29.67,2.13
2023-05,Uttar Pradesh,Agra,Vi,1518725,40870,17.25,-2.12
2023-05,Uttar Pradesh,Agra,BSNL,1102286,46723,12.52,3.69
2023-05,Uttar Pradesh,Agra,MTNL,513285,12574,5.83,-1.51
2023-05,Uttar Pradesh,Varanasi,Jio,787777,13574,33.81,2.8
2023-05,Uttar Pradesh,Varanasi,Airtel,702964,25074,30.17,1.85
2023-05,Uttar Pradesh,Varanasi,Vi,407053,17621,17.47,1.18
2023-05,Uttar Pradesh,Varanasi,BSNL,298474,8548,12.81,1.64
2023-05,Uttar Pradesh,Varanasi,MTNL,133509,2926,5.73,-1.31
2023-05,Uttar Pradesh,Prayagraj,Jio,1889723,47256,35.01,0.76
2023-05,Uttar Pradesh,Prayagraj,Airtel,1577738,41468,29.23,1.73
2023-05,Uttar Pradesh,Prayagraj,Vi,981296,23792,18.18,3.71
2023-05,Uttar Pradesh,Prayagraj,BSNL,630447,29912,11.68,3.01
2023-05,Uttar Pradesh,Prayagraj,MTNL,318462,14907,5.9,0.42
2023-05,Uttar Pradesh,Meerut,Jio,705274,30552,34.92,2.13
2023-05,Uttar Pradesh,Meerut,Airtel,610954,23005,30.25,-0.38
2023-05,Uttar Pradesh,Meerut,Vi,353848,14657,17.52,3.3
2023-05,Uttar Pradesh,Meerut,BSNL,260539,4883,12.9,1.57
2023-05,Uttar Pradesh,Meerut,MTNL,89068,2287,4.41,3.93
2023-05,Uttar Pradesh,Ghaziabad,Jio,1956079,53544,36.54,-0.22
2023-05,Uttar Pradesh,Ghaziabad,Airtel,1652549,38733,30.87,1.03
2023-05,Uttar Pradesh,Ghaziabad,Vi,869368,15369,16.24,0.94
2023-05,Uttar Pradesh,Ghaziabad,BSNL,633825,13410,11.84,-0.62
2023-05,Uttar Pradesh,Ghaziabad,MTNL,241431,9548,4.51,-2.31
2023-05,Uttar Pradesh,Noida,Jio,1718412,32789,35.21,1.2
2023-05,Uttar Pradesh,Noida,Airtel,1486590,53177,30.46,-1.4
2023-05,Uttar Pradesh,Noida,Vi,874091,42873,17.91,0.62
2023-05,Uttar Pradesh,Noida,BSNL,503664,6197,10.32,3.59
2023-05,Uttar Pradesh,Noida,MTNL,297708,9958,6.1,2.04
2023-05,Uttar Pradesh,Bareilly,Jio,1952857,45858,37.0,-2.2
2023-05,Uttar Pradesh,Bareilly,Airtel,1540118,24772,29.18,-1.58
2023-05,Uttar Pradesh,Bareilly,Vi,927870,45970,17.58,-2.41
2023-05,Uttar Pradesh,Bareilly,BSNL,613302,10231,11.62,3.83
2023-05,Uttar Pradesh,Bareilly,MTNL,243843,8566,4.62,0.43
2023-05,Uttar Pradesh,Moradabad,Jio,801824,37750,35.12,0.19
2023-05,Uttar Pradesh,Moradabad,Airtel,699541,15924,30.64,3.27
2023-05,Uttar Pradesh,Moradabad,Vi,381506,4566,16.71,-1.66
2023-05,Uttar Pradesh,Moradabad,BSNL,281962,3749,12.35,2.98
2023-05,Uttar Pradesh,Moradabad,MTNL,118492,1235,5.19,3.1
2023-05,Gujarat,Ahmedabad,Jio,563463,24502,36.42,1.79
2023-05,Gujarat,Ahmedabad,Airtel,449904,11652,29.08,0.25
2023-05,Gujarat,Ahmedabad,Vi,269200,12663,17.4,-1.13
2023-05,Gujarat,Ahmedabad,BSNL,196949,7431,12.73,2.1
2023-05,Gujarat,Ahmedabad,MTNL,67454,3163,4.36,2.14
2023-05,Gujarat,Surat,Jio,817115,13060,36.01,2.97
2023-05,Gujarat,Surat,Airtel,665083,14400,29.31,2.76
2023-05,Gujarat,Surat,Vi,379399,17759,16.72,0.23
2023-05,Gujarat,Surat,BSNL,266623,6559,11.75,2.71
2023-05,Gujarat,Surat,MTNL,141140,4400,6.22,1.95
2023-05,Gujarat,Vadodara,Jio,491346,21722,35.42,-1.25
2023-05,Gujarat,Vadodara,Airtel,428644,13409,30.9,-0.18
2023-05,Gujarat,Vadodara,Vi,247892,3710,17.87,-2.23
2023-05,Gujarat,Vadodara,BSNL,152592,4918,11.0,-2.37
2023-05,Gujarat,Vadodara,MTNL,66724,943,4.81,-0.24
2023-05,Gujarat,Rajkot,Jio,194096,7448,35.96,3.68
2023-05,Gujarat,Rajkot,Airtel,162359,5294,30.08,1.47
2023-05,Gujarat,Rajkot,Vi,92622,1181,17.16,3.07
2023-05,Gujarat,Rajkot,BSNL,67847,1453,12.57,1.5
2023-05,Gujarat,Rajkot,MTNL,22777,1119,4.22,1.37
2023-05,Gujarat,Bhavnagar,Jio,377985,10890,34.53,2.12
2023-05,Gujarat,Bhavnagar,Airtel,318983,10595,29.14,2.01
2023-05,Gujarat,Bhavnagar,Vi,188938,8157,17.26,-2.33
2023-05,Gujarat,Bhavnagar,BSNL,141977,3269,12.97,3.74
2023-05,Gujarat,Bhavnagar,MTNL,66774,3203,6.1,-2.43
2023-05,Gujarat,Jamnagar,Jio,365531,16323,34.86,-2.26
2023-05,Gujarat,Jamnagar,Airtel,332292,12355,31.69,1.06
2023-05,Gujarat,Jamnagar,Vi,183814,3084,17.53,2.76
2023-05,Gujarat,Jamnagar,BSNL,114923,2844,10.96,-0.59
2023-05,Gujarat,Jamnagar,MTNL,52113,2247,4.97,1.65
2023-05,Gujarat,Junagadh,Jio,428335,15466,35.4,1.02
2023-05,Gujarat,Junagadh,Airtel,374249,6499,30.93,3.23
2023-05,Gujarat,Junagadh,Vi,219007,5197,18.1,-0.03
2023-05,Gujarat,Junagadh,BSNL,143746,5303,11.88,0.68
2023-05,Gujarat,Junagadh,MTNL,44648,605,3.69,0.02
2023-05,Gujarat,Gandhinagar,Jio,561950,21064,35.88,0.84
2023-05,Gujarat,Gandhinagar,Airtel,482074,8497,30.78,1.09
2023-05,Gujarat,Gandhinagar,Vi,287553,7561,18.36,-0.01
2023-05,Gujarat,Gandhinagar,BSNL,164137,6957,10.48,0.15
2023-05,Gujarat,Gandhinagar,MTNL,70635,781,4.51,-2.12
2023-05,Gujarat,Anand,Jio,937757,33673,35.12,-0.9
2023-05,Gujarat,Anand,Airtel,778082,25162,29.14,2.61
2023-05,Gujarat,Anand,Vi,478758,21391,17.93,-1.87
2023-05,Gujarat,Anand,BSNL,351124,8516,13.15,1.66
2023-05,Gujarat,Anand,MTNL,124429,1417,4.66,1.99
2023-05,Gujarat,Bharuch,Jio,1065851,13274,35.3,3.48
2023-05,Gujarat,Bharuch,Airtel,861437,35837,28.53,-1.01
2023-05,Gujarat,Bharuch,Vi,553457,14218,18.33,-0.8
2023-05,Gujarat,Bharuch,BSNL,373802,18457,12.38,3.05
2023-05,Gujarat,Bharuch,MTNL,164859,7782,5.46,2.63
2023-05,Rajasthan,Jaipur,Jio,1163900,25014,34.33,2.13
2023-05,Rajasthan,Jaipur,Airtel,976415,33084,28.8,0.68
2023-05,Rajasthan,Jaipur,Vi,591273,21658,17.44,-0.14
2023-05,Rajasthan,Jaipur,BSNL,440404,21042,12.99,2.09
2023-05,Rajasthan,Jaipur,MTNL,218337,8770,6.44,-0.92
2023-05,Rajasthan,Jodhpur,Jio,721510,33729,35.91,3.43
2023-05,Rajasthan,Jodhpur,Airtel,596738,27927,29.7,3.4
2023-05,Rajasthan,Jodhpur,Vi,333329,10362,16.59,-1.12
2023-05,Rajasthan,Jodhpur,BSNL,235078,9854,11.7,-1.11
2023-05,Rajasthan,Jodhpur,MTNL,122562,2535,6.1,-0.98
2023-05,Rajasthan,Udaipur,Jio,490790,13619,35.94,1.89
2023-05,Rajasthan,Udaipur,Airtel,410084,19842,30.03,-1.85
2023-05,Rajasthan,Udaipur,Vi,241708,7079,17.7,-2.23
2023-05,Rajasthan,Udaipur,BSNL,140381,4208,10.28,-0.86
2023-05,Rajasthan,Udaipur,MTNL,82617,3836,6.05,0.09
2023-05,Rajasthan,Kota,Jio,1398960,50742,36.52,1.57
2023-05,Rajasthan,Kota,Airtel,1171801,44920,30.59,1.79
2023-05,Rajasthan,Kota,Vi,687605,10019,17.95,-0.66
2023-05,Rajasthan,Kota,BSNL,427885,6495,11.17,2.98
2023-05,Rajasthan,Kota,MTNL,144799,5774,3.78,-1.19
2023-05,Rajasthan,Bikaner,Jio,977474,14877,35.46,1.75
2023-05,Rajasthan,Bikaner,Airtel,820901,23870,29.78,3.92
2023-05,Rajasthan,Bikaner,Vi,457863,17718,16.61,1.72
2023-05,Rajasthan,Bikaner,BSNL,339883,11154,12.33,3.98
2023-05,Rajasthan,Bikaner,MTNL,160431,7896,5.82,1.0
2023-05,Rajasthan,Ajmer,Jio,869121,34106,35.95,0.61
2023-05,Rajasthan,Ajmer,Airtel,702066,16117,29.04,1.46
2023-05,Rajasthan,Ajmer,Vi,404703,18231,16.74,3.19
2023-05,Rajasthan,Ajmer,BSNL,302197,4333,12.5,0.28
2023-05,Rajasthan,Ajmer,MTNL,139252,3981,5.76,3.85
2023-05,Rajasthan,Bhilwara,Jio,490486,22549,36.83,-1.32
2023-05,Rajasthan,Bhilwara,Airtel,393401,14370,29.54,-1.17
2023-05,Rajasthan,Bhilwara,Vi,239316,6372,17.97,0.96
2023-05,Rajasthan,Bhilwara,BSNL,145161,4803,10.9,1.42
2023-05,Rajasthan,Bhilwara,MTNL,63391,2257,4.76,-0.73
2023-05,Rajasthan,Alwar,Jio,810053,20908,35.03,3.99
2023-05,Rajasthan,Alwar,Airtel,721486,14279,31.2,-0.05
2023-05,Rajasthan,Alwar,Vi,388955,8573,16.82,-1.84
2023-05,Rajasthan,Alwar,BSNL,292294,8650,12.64,-0.04
2023-05,Rajasthan,Alwar,MTNL,99666,3766,4.31,2.81
2023-05,Rajasthan,Sikar,Jio,1037775,44389,36.26,3.52
2023-05,Rajasthan,Sikar,Airtel,831995,35379,29.07,-0.52
2023-05,Rajasthan,Sikar,Vi,515167,17240,18.0,3.4
2023-05,Rajasthan,Sikar,BSNL,358613,8185,12.53,2.83
2023-05,Rajasthan,Sikar,MTNL,118774,1232,4.15,-2.48
2023-05,Rajasthan,Pali,Jio,1262660,40382,35.84,2.7
2023-05,Rajasthan,Pali,Airtel,1083689,22507,30.76,1.75
2023-05,Rajasthan,Pali,Vi,585882,12677,16.63,1.26
2023-05,Rajasthan,Pali,BSNL,399513,13663,11.34,-1.71
2023-05,Rajasthan,Pali,MTNL,191301,6111,5.43,-2.42
2023-05,West Bengal,Kolkata,Jio,1291203,34532,35.8,-2.11
2023-05,West Bengal,Kolkata,Airtel,1120245,37598,31.06,1.07
2023-05,West Bengal,Kolkata,Vi,602321,7904,16.7,3.58
2023-05,West Bengal,Kolkata,BSNL,411886,5756,11.42,3.06
2023-05,West Bengal,Kolkata,MTNL,180696,1809,5.01,3.23
2023-05,West Bengal,Howrah,Jio,510239,6556,35.3,3.59
2023-05,West Bengal,Howrah,Airtel,447941,5392,30.99,0.62
2023-05,West Bengal,Howrah,Vi,249482,9710,17.26,0.01
2023-05,West Bengal,Howrah,BSNL,153361,2866,10.61,2.43
2023-05,West Bengal,Howrah,MTNL,84558,3498,5.85,3.5
2023-05,West Bengal,Durgapur,Jio,903632,23627,35.52,2.23
2023-05,West Bengal,Durgapur,Airtel,755825,35305,29.71,1.83
2023-05,West Bengal,Durgapur,Vi,468861,13532,18.43,2.51
2023-05,West Bengal,Durgapur,BSNL,292306,10417,11.49,-2.11
2023-05,West Bengal,Durgapur,MTNL,123638,1709,4.86,-2.25
2023-05,West Bengal,Asansol,Jio,917227,33191,34.97,0.55
2023-05,West Bengal,Asansol,Airtel,782148,35609,29.82,2.01
2023-05,West Bengal,Asansol,Vi,481826,11539,18.37,3.2
2023-05,West Bengal,Asansol,BSNL,275928,10116,10.52,2.04
2023-05,West Bengal,Asansol,MTNL,165504,7589,6.31,0.41
2023-05,West Bengal,Siliguri,Jio,746175,34255,36.81,3.97
2023-05,West Bengal,Siliguri,Airtel,614008,22046,30.29,3.46
2023-05,West Bengal,Siliguri,Vi,356972,12747,17.61,-2.33
2023-05,West Bengal,Siliguri,BSNL,222170,11079,10.96,-1.86
2023-05,West Bengal,Siliguri,MTNL,87773,3274,4.33,-0.86
2023-05,West Bengal,Bardhaman,Jio,1312527,55053,35.54,0.58
2023-05,West Bengal,Bardhaman,Airtel,1090572,19622,29.53,2.77
2023-05,West Bengal,Bardhaman,Vi,630042,10261,17.06,-1.18
2023-05,West Bengal,Bardhaman,BSNL,422121,10401,11.43,3.22
2023-05,West Bengal,Bardhaman,MTNL,237835,3632,6.44,-1.71
2023-05,West Bengal,Malda,Jio,560834,27154,36.59,-1.27
2023-05,West Bengal,Malda,Airtel,447870,10055,29.22,1.29
2023-05,West Bengal,Malda,Vi,277581,10907,18.11,-0.31
2023-05,West Bengal,Malda,BSNL,160172,5857,10.45,3.35
2023-05,West Bengal,Malda,MTNL,86140,3364,5.62,2.12
2023-05,West Bengal,Baharampur,Jio,1190900,39282,34.77,-1.86
2023-05,West Bengal,Baharampur,Airtel,1015536,21257,29.65,-0.56
2023-05,West Bengal,Baharampur,Vi,562398,18238,16.42,-0.87
2023-05,West Bengal,Baharampur,BSNL,450740,5822,13.16,2.25
2023-05,West Bengal,Baharampur,MTNL,205162,4506,5.99,0.44
2023-05,West Bengal,Habra,Jio,806992,10248,36.06,-0.99
2023-05,West Bengal,Habra,Airtel,670703,19117,29.97,1.43
2023-05,West Bengal,Habra,Vi,373731,8807,16.7,-0.61
2023-05,West Bengal,Habra,BSNL,259374,3023,11.59,-2.29
2023-05,West Bengal,Habra,MTNL,127113,2688,5.68,0.95
2023-05,West Bengal,Kharagpur,Jio,507048,11153,36.57,4.07
2023-05,West Bengal,Kharagpur,Airtel,422332,9738,30.46,3.59
2023-05,West Bengal,Kharagpur,Vi,246938,6343,17.81,0.3
2023-05,West Bengal,Kharagpur,BSNL,154735,6480,11.16,-1.89
2023-05,West Bengal,Kharagpur,MTNL,55460,959,4.0,3.83
2023-05,Andhra Pradesh,Visakhapatnam,Jio,310258,8803,35.72,3.5
2023-05,Andhra Pradesh,Visakhapatnam,Airtel,261878,4377,30.15,-2.44
2023-05,Andhra Pradesh,Visakhapatnam,Vi,142187,1838,16.37,-1.1
2023-05,Andhra Pradesh,Visakhapatnam,BSNL,108833,1233,12.53,0.77
2023-05,Andhra Pradesh,Visakhapatnam,MTNL,45340,1023,5.22,-1.33
2023-05,Andhra Pradesh,Vijayawada,Jio,672586,22670,36.25,0.76
2023-05,Andhra Pradesh,Vijayawada,Airtel,553098,21875,29.81,2.29
2023-05,Andhra Pradesh,Vijayawada,Vi,313750,8504,16.91,-1.74
2023-05,Andhra Pradesh,Vijayawada,BSNL,216712,6762,11.68,-0.02
2023-05,Andhra Pradesh,Vijayawada,MTNL,99264,1540,5.35,3.88
2023-05,Andhra Pradesh,Guntur,Jio,825206,14999,35.64,-0.8
2023-05,Andhra Pradesh,Guntur,Airtel,694386,32858,29.99,2.41
2023-05,Andhra Pradesh,Guntur,Vi,388986,16177,16.8,-1.87
2023-05,Andhra Pradesh,Guntur,BSNL,312809,13592,13.51,0.15
2023-05,Andhra Pradesh,Guntur,MTNL,94005,1928,4.06,1.24
2023-05,Andhra Pradesh,Nellore,Jio,1463576,31968,36.55,-0.53
2023-05,Andhra Pradesh,Nellore,Airtel,1171261,57767,29.25,-2.23
2023-05,Andhra Pradesh,Nellore,Vi,686339,34016,17.14,-2.24
2023-05,Andhra Pradesh,Nellore,BSNL,472508,10174,11.8,0.71
2023-05,Andhra Pradesh,Nellore,MTNL,210626,3313,5.26,-1.62
2023-05,Andhra Pradesh,Kurnool,Jio,684714,16075,34.58,-1.67
2023-05,Andhra Pradesh,Kurnool,Airtel,590065,12549,29.8,-1.13
2023-05,Andhra Pradesh,Kurnool,Vi,351861,5436,17.77,-2.39
2023-05,Andhra Pradesh,Kurnool,BSNL,244738,11607,12.36,3.49
2023-05,Andhra Pradesh,Kurnool,MTNL,108706,1306,5.49,-1.37
2023-05,Andhra Pradesh,Tirupati,Jio,430047,21164,35.7,3.57
2023-05,Andhra Pradesh,Tirupati,Airtel,390415,15095,32.41,0.27
